Дней с продажи	Статус клиента	Уровень клиента	Активность клиента	Тип клиента	Последняя покупка	LTV выручка	Периодичность покупок, д. (пп)	Кол-во покупок (пп)	Покупатель	Client_ID	Первая покупка	LTV валовая прибыль	Группа любимых категорий (лк)	Всего любимых категорий (лк)	Самая любимая категория (лк)	Средний чек (пп)	Выручка (пп)	% ВП (пп)	Валовая прибыль (пп)	% редких	Класс редкости
124	1. Разовый	4. Начинающий	2. Приостановленный	Известный клиент	29.08.2022	3550,2	0	1	"ПАО ""Круглое исследование"" ИНН 74862537937"	CL_7381	10.09.2021	1982,5841447654784	Живопись-масло-профи-Мастер-Класс ЗХК | Живопись-масло-профи-Старый Мастер Гамма | Основы-Аксессуары для холстов | Живопись-масло-студия-Студия Гамма	4	Живопись-масло-профи-Мастер-Класс ЗХК	2711	2711	0,575	1558,4741447654783	0	1. Стандартный
18	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	13.12.2022	17010,949999999997	82	3	"ООО ""Несравненный отдел"" ИНН 53684710689"	CL_7391	10.09.2021	8555,513776265057	Живопись-темпера-ПВА ЗХК | Кисти-Акварель-Колонок-Соболь | Живопись-Наборы темперы	3	Живопись-темпера-ПВА ЗХК	5014	15042	0,504	7580,70098068086	0	1. Стандартный
247	4. Потерянный клиент	4. Начинающий	3. Забытый	Известный клиент	28.04.2022	15518	23	3	"ООО ""Яркий лист"" ИНН 65535797406"	CL_7401	10.09.2021	7196,752752104333	Основы-холст на картоне | Живопись-темпера-ПВА ЗХК | Бумага пастель-листы-стандарт | ВС масло растворители очистители	4	Основы-холст на картоне	3142	9427	0,463	4366,55	0,05555555555555555	1. Стандартный
128	4. Потерянный клиент	4. Начинающий	2. Приостановленный	Известный клиент	25.08.2022	17100,5	67	3	"ООО ""Движение"" ИНН 69683825410"	CL_741	13.07.2021	8259,190004283242	Живопись-Акрил студия - Ладога ЗХК банка | Живопись-темпера-ПВА ЗХК | Кисти-Акварель-Синтетика	3	Живопись-Акрил студия - Ладога ЗХК банка	3627	10882	0,49	5333,981532643694	0	1. Стандартный
467	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	20.09.2021	4384,4	?	?	"ООО ""Небывалое начало"" ИНН 83888743233"	CL_7411	10.09.2021	2582,24	?	?	?	?	?	?	?	0	1. Стандартный
477	5. Прекратил работу	3. Перспективный	3. Забытый	Известный клиент	10.09.2021	34750	?	?	"ООО ""Триумфальный список"" ИНН 1326576571"	CL_7421	10.09.2021	18954,08	?	?	?	?	?	?	?	1	3. Любитель экзотики
140	1. Разовый	4. Начинающий	2. Приостановленный	Известный клиент	13.08.2022	8582,55	0	1	"АО ""Техника"" ИНН 6916084433"	CL_7431	11.09.2021	4359,454346421405	Живопись-масло-профи-Мастер-Класс ЗХК | Основы-холст на картоне | ВС масло связующие	3	Живопись-масло-профи-Мастер-Класс ЗХК	5044	5044	0,513	2587,3919541490604	0	1. Стандартный
26	2. Рабочий клиент	1. VIP	1. Действующий	Известный клиент	05.12.2022	284814,99999999994	44	7	"ООО ""Колоссальный голос"" ИНН 22327599061"	CL_7441	11.09.2021	139347,63274138625	Основы-холст на подрамнике-Студенческий-Лен | Основы-холст на картоне | Живопись-Наборы темперы	3	Основы-холст на подрамнике-Студенческий-Лен	30858	216005	0,504	108930,0477720254	0,1702127659574468	2. Энтузиаст
97	4. Потерянный клиент	3. Перспективный	2. Приостановленный	Известный клиент	25.09.2022	36494,24999999999	65	3	"ООО ""Музыка"" ИНН 44628099228"	CL_7451	11.09.2021	18263,413915510784	Кисти-Масло, Акрил- Синтетика | z-Уценка | Графические материалы-маркеры-вывод | Основы-холст на подрамнике-Студенческий-Смешанный	4	Кисти-Масло, Акрил- Синтетика	5646	16939	0,522	8845,505361913696	0,13333333333333333	2. Энтузиаст
115	4. Потерянный клиент	2. Важный	2. Приостановленный	Известный клиент	07.09.2022	111514,54999999999	28	7	"ООО ""Необычайное мгновение"" ИНН 29173822685"	CL_7461	11.09.2021	58101,77653986528	Живопись-масло-профи-Мастер-Класс ЗХК | Подрамники, рамы-Планшеты | Живопись-темпера-ПВА ЗХК	3	Живопись-масло-профи-Мастер-Класс ЗХК	14120	98840	0,517	51062,9411503528	0,038461538461538464	1. Стандартный
189	4. Потерянный клиент	2. Важный	3. Забытый	Известный клиент	25.06.2022	157662,89999999988	12	10	"ООО ""Удар"" ИНН 36095526505"	CL_7471	11.09.2021	79278,65401400214	Графические материалы-маркеры-маркеры | Живопись-гуашь, банка/туба	2	Графические материалы-маркеры-маркеры	12650	126503	0,505	63933,74108955397	0,057692307692307696	1. Стандартный
72	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	20.10.2022	5024,599999999999	0	1	"ООО ""Триумфальный метод"" ИНН 88842568444"	CL_7481	11.09.2021	3022,2315508372085	Живопись-Акрил-Наборы-Декоративный | Живопись-Акрил студия - Ладога ЗХК банка | Инструменты-макетирование-Ножи- для графических лезвий	3	Живопись-Акрил-Наборы-Декоративный	4176	4176	0,628	2623,138553597086	0	1. Стандартный
218	4. Потерянный клиент	4. Начинающий	3. Забытый	Известный клиент	27.05.2022	16751,9	32	3	"ООО ""Встреча"" ИНН 8049465810"	CL_7491	11.09.2021	8198,420320515539	Бумага рисовальная-блоки, альбомы | Графические материалы-тушь-тубы, банки	2	Бумага рисовальная-блоки, альбомы	710	2129	0,471	1003,0999999999999	0	1. Стандартный
476	5. Прекратил работу	3. Перспективный	3. Забытый	Известный клиент	11.09.2021	31000	?	?	"ООО ""Управление"" ИНН 35502825054"	CL_7501	11.09.2021	18341,370000000003	?	?	?	?	?	?	?	0	1. Стандартный
39	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	22.11.2022	13405,4	102	2	"ООО ""Окно"" ИНН 95751837590"	CL_751	13.07.2021	5769,79997961389	Основы-холст на подрамнике-Базовый | Кисти-Универсальные-Щетина	2	Основы-холст на подрамнике-Базовый	2779	5558	0,364	2024,2499999999998	0	1. Стандартный
3	2. Рабочий клиент	2. Важный	1. Действующий	Известный клиент	28.12.2022	148459,09999999986	20	16	"АО ""Праздник"" ИНН 77009690698"	CL_7511	12.09.2021	70197,77759433772	Мольберты-Лира | Бумага пастель-листы-профи | Бумага-Картон-пенокартон	3	Мольберты-Лира	7913	126609	0,477	60414,55344102362	0,10256410256410256	2. Энтузиаст
38	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	23.11.2022	28512,599999999988	43	6	"ООО ""Парк"" ИНН 60484586357"	CL_7521	12.09.2021	14918,091798183466	Живопись-гуашь, банка/туба | Бумага техническая-калька | Живопись-гуашь, Таир, банка 100мл	3	Живопись-гуашь, банка/туба	4019	24114	0,518	12500,69216668389	0	1. Стандартный
69	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	23.10.2022	19370,55	63	4	"ООО ""Цена"" ИНН 50421749684"	CL_7531	12.09.2021	9241,9791787292	ДПИ-Направления-Лепка-Пластика | Живопись-Акрил аэрозоль Ferrario Artist's | Живопись-Акрил декоративный - Decola ЗХК | ДПИ-Кракелюр	4	ДПИ-Направления-Лепка-Пластика	2789	11158	0,481	5362,039525849163	0,16	2. Энтузиаст
186	4. Потерянный клиент	3. Перспективный	3. Забытый	Известный клиент	28.06.2022	39363,25	12	3	"ООО ""Необычайное управление"" ИНН 29620720166"	CL_7541	12.09.2021	19360,93321772444	Кисти-Масло-Синтетика | Основы-холст на подрамнике-Базовый | Живопись-масло-профи-Мастер-Класс ЗХК | Живопись-масло-студия-Ладога ЗХК | Основы-холст на подрамнике-Студенческий-Смешанный	5	Кисти-Масло-Синтетика	11606	34818	0,492	17126,46321772444	0,05	1. Стандартный
53	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	08.11.2022	24080,699999999983	106	2	"ПАО ""Подлинное обстоятельство"" ИНН 89344873165"	CL_7551	12.09.2021	12553,76566983704	Кисти-Акварель-Белка | Бумага пастель-листы-студия | Графические материалы-чернографитовые-наборы	3	Кисти-Акварель-Белка	6776	13551	0,503	6820,2421924495375	0	1. Стандартный
149	4. Потерянный клиент	3. Перспективный	2. Приостановленный	Известный клиент	04.08.2022	58123,25	18	7	"ООО ""Широкий труд"" ИНН 86253306721"	CL_7561	12.09.2021	28091,60058005878	Графические материалы-полихромные-наборы  | ДПИ-Направления-Ткань-краски, контуры	2	Графические материалы-полихромные-наборы 	6754	47279	0,479	22669,58213382541	0,07407407407407407	1. Стандартный
147	4. Потерянный клиент	4. Начинающий	2. Приостановленный	Известный клиент	06.08.2022	8845,150000000001	45	3	"ООО ""Крутое лицо"" ИНН 84147589733"	CL_7571	12.09.2021	3695,4013225589842	Литература-Дизайн-Прикладной дизайн | Живопись-Акрил стандарт - Apa color Ferrario | Живопись-Акрил студия - Арт Таир банка | ДПИ-Направления-Мозаика, смальта-тессеры, наборы	4	Литература-Дизайн-Прикладной дизайн	2189	6567	0,377	2476,671383992713	0,07142857142857142	1. Стандартный
31	2. Рабочий клиент	2. Важный	1. Действующий	Известный клиент	30.11.2022	121502,45	43	6	"ООО ""Поток"" ИНН 59873114072"	CL_7581	12.09.2021	56376,12867144978	Основы-холст на подрамнике-Базовый | Живопись-Акрил проф -Galeria WN | Основы-холст на подрамнике-Студенческий-Лен	3	Основы-холст на подрамнике-Базовый	11083	66498	0,443	29441,778934126323	0,1111111111111111	2. Энтузиаст
66	4. Потерянный клиент	2. Важный	1. Действующий	Известный клиент	26.10.2022	122619,3	27	9	"ООО ""Экономика"" ИНН 84488514162"	CL_7591	12.09.2021	53445,16721568994	ДПИ-Направления-Дерево-инструменты	1	ДПИ-Направления-Дерево-инструменты	11800	106202	0,422	44790,766436665	0,12903225806451613	2. Энтузиаст
291	1. Разовый	3. Перспективный	3. Забытый	Известный клиент	15.03.2022	57126,50000000001	0	1	"ООО ""Серьезное свойство"" ИНН 83017058824"	CL_7601	12.09.2021	29764,453896718143	Живопись-темпера-ПВА ЗХК | Кисти-Масло, Акрил- Синтетика | Сумки-Тубусы	3	Живопись-темпера-ПВА ЗХК	18370	18370	0,532	9768,066371786801	0,2631578947368421	2. Энтузиаст
47	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	14.11.2022	15874,049999999996	0	1	"ООО ""Директор"" ИНН 8614198819"	CL_761	13.07.2021	8182,131460828236	Графические материалы-маркеры-маркеры | Графические материалы-маркеры-ручки 	2	Графические материалы-маркеры-маркеры	4831	4831	0,523	2527,6200000000003	0	1. Стандартный
318	1. Разовый	3. Перспективный	3. Забытый	Известный клиент	16.02.2022	39862,1	0	1	"ПАО ""Впечатляющая книга"" ИНН 19620426427"	CL_7611	12.09.2021	19780,90514170478	Подрамники, рамы-Подрамники | Живопись-Акрил декоративный - Деколор Таир | ВС прочие - расформировать	3	Подрамники, рамы-Подрамники	10515	10515	0,517	5431,131383992713	0,125	2. Энтузиаст
24	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	07.12.2022	36533,1	59	4	"ООО ""Записной труд"" ИНН 50655722005"	CL_7621	12.09.2021	18422,97502322252	ДПИ-Клей-Пистолет | Графические материалы-маркеры-маркеры | Живопись-Акрил студия - Ладога ЗХК банка | ДПИ-Клей-Карандаши, липучка	4	ДПИ-Клей-Пистолет	4206	16825	0,525	8837,250723450044	0,06666666666666667	1. Стандартный
475	5. Прекратил работу	2. Важный	3. Забытый	Известный клиент	12.09.2021	115750	?	?	"ООО ""Невообразимое море"" ИНН 37892009386"	CL_7631	12.09.2021	61685,63	?	?	?	?	?	?	?	1	3. Любитель экзотики
18	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	13.12.2022	21227,15	56	5	"ООО ""Массовая помощь"" ИНН 18904084465"	CL_7641	13.09.2021	9506,23561816804	Живопись-Масло-Наборы-Стандарт | ДПИ-Направления-Лепка-Пластика | ДПИ-Основа для росписи	3	Живопись-Масло-Наборы-Стандарт	4076	20378	0,44	8962,81561816804	0,18181818181818182	2. Энтузиаст
13	2. Рабочий клиент	1. VIP	1. Действующий	Известный клиент	18.12.2022	394709,4	7	16	"АО ""Безупречная песня"" ИНН 9679582765"	CL_7651	13.09.2021	205590,59737299668	Графические материалы-пастель-сухая	1	Графические материалы-пастель-сухая	19462	311386	0,511	159166,19297012597	0,19047619047619047	2. Энтузиаст
453	5. Прекратил работу	3. Перспективный	3. Забытый	Известный клиент	04.10.2021	47001,34999999999	?	?	"ООО ""Переход"" ИНН 35782025625"	CL_7661	13.09.2021	23584,567101233388	?	?	?	?	?	?	?	0,2727272727272727	2. Энтузиаст
3	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	28.12.2022	9113,15	113	2	"ООО ""Особенность"" ИНН 8890081433"	CL_7671	13.09.2021	4231,5903481143105	Графические материалы-тушь-тубы, банки | ВС универсальные покрывные	2	Графические материалы-тушь-тубы, банки	2682	5364	0,514	2759,7003481143106	0	1. Стандартный
474	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	13.09.2021	218,25	?	?	"ПАО ""Регион"" ИНН 9796912827"	CL_7681	13.09.2021	145,73000000000002	?	?	?	?	?	?	?	0	1. Стандартный
23	3. Теряемый клиент	3. Перспективный	1. Действующий	Известный клиент	08.12.2022	59099,849999999984	10	7	"ООО ""Максимальная мысль"" ИНН 43621590473"	CL_7691	13.09.2021	31205,66748033731	Подрамники, рамы-Планшеты | Сумки-на молнии ткань/кожа | Графические материалы-чернографитовые-наборы	3	Подрамники, рамы-Планшеты	2324	16270	0,415	6755,959200948429	0,16	2. Энтузиаст
82	1. Разовый	2. Важный	1. Действующий	Известный клиент	10.10.2022	140756,14999999994	0	1	"АО ""Человек"" ИНН 85358378519"	CL_7701	13.09.2021	68881,23285451949	ДПИ-Направления-Стекло-Краски, контуры | Живопись-гуашь, банка/туба | Кисти-Масло-Колонок | Бумага пастель-блоки-стандарт	4	ДПИ-Направления-Стекло-Краски, контуры	61710	61710	0,475	29335,415617071743	0,11428571428571428	2. Энтузиаст
166	4. Потерянный клиент	2. Важный	2. Приостановленный	Известный клиент	18.07.2022	78503,85	21	5	"ООО ""Источник"" ИНН 74317199125"	CL_771	13.07.2021	38638,434702281294	Живопись-Акрил стандарт - Polycolor Maimeri банка | Живопись-Акрил стандарт - Apa color Ferrario | Живопись-темпера-ПВА ЗХК	3	Живопись-Акрил стандарт - Polycolor Maimeri банка	14524	72622	0,49	35612,761939675416	0,08333333333333333	1. Стандартный
474	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	13.09.2021	2066,1	?	?	"ООО ""Основательный город"" ИНН 6581976656"	CL_7711	13.09.2021	1007,3525939282704	?	?	?	?	?	?	?	0	1. Стандартный
12	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	19.12.2022	39013,100000000006	101	3	"ООО ""Богатырское строительство"" ИНН 33625299330"	CL_7721	13.09.2021	19288,759246536818	Подрамники, рамы-рамы-неокрашенные без стекла | Основы-холст на подрамнике-Базовый | Живопись-масло-студия-Ладога ЗХК	3	Подрамники, рамы-рамы-неокрашенные без стекла	7455	22365	0,488	10925,240491283803	0,09523809523809523	1. Стандартный
474	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	13.09.2021	1857,55	?	?	"ООО ""Надежный пакет"" ИНН 2412246165"	CL_7731	13.09.2021	1260,6399999999999	?	?	?	?	?	?	?	0,5	2. Энтузиаст
71	4. Потерянный клиент	3. Перспективный	1. Действующий	Известный клиент	21.10.2022	36394,4	38	3	"ООО ""Образцовый роман"" ИНН 68195900356"	CL_7741	13.09.2021	17425,116745906405	Бумага пастель-листы-профи | Бумага рисовальная-блоки, альбомы | Бумага пастель-листы-студия | Бумага пастель-блоки-стандарт | Графические материалы-тушь-тубы, банки	5	Бумага пастель-листы-профи	10297	30890	0,47	14522,89522988063	0	1. Стандартный
97	4. Потерянный клиент	4. Начинающий	2. Приостановленный	Известный клиент	25.09.2022	24671,2	57	3	"ПАО ""Представление"" ИНН 45139129064"	CL_7751	13.09.2021	11388,75803867403	Графические материалы-чернографитовые-механические/цанговые | Литература-я Вывод/снято с производства	2	Графические материалы-чернографитовые-механические/цанговые	2650	7952	0,423	3361,3351492590414	0,1	1. Стандартный
246	4. Потерянный клиент	3. Перспективный	3. Забытый	Известный клиент	29.04.2022	26358,65	42	2	"ООО ""Неповторимый выбор"" ИНН 94658698287"	CL_7761	13.09.2021	14504,543338141768	Живопись-темпера-ПВА ЗХК | ДПИ-Клей-Карандаши, липучка | Основы-холст на картоне | Инструменты-макетирование-Ножи- стандартные	4	Живопись-темпера-ПВА ЗХК	2292	4584	0,522	2395,18	0	1. Стандартный
30	2. Рабочий клиент	2. Важный	1. Действующий	Известный клиент	01.12.2022	143136,65	23	12	"ООО ""Структура"" ИНН 23603037661"	CL_7771	13.09.2021	78868,25049849645	Сумки-на молнии ткань/кожа | Бумага-Картон-пенокартон | Основы-холст на подрамнике-Базовый	3	Сумки-на молнии ткань/кожа	11128	133538	0,557	74389,19049849645	0,16666666666666666	2. Энтузиаст
5	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	26.12.2022	33570,74999999999	49	6	"ООО ""Партия"" ИНН 1281926383"	CL_7781	13.09.2021	17532,548435989345	Основы-холст на подрамнике-Студенческий-Смешанный | Бумага пастель-листы-профи	2	Основы-холст на подрамнике-Студенческий-Смешанный	2158	12951	0,515	6666,014714921825	0,10344827586206896	2. Энтузиаст
106	1. Разовый	4. Начинающий	2. Приостановленный	Известный клиент	16.09.2022	15266,400000000001	0	1	"ООО ""Переход"" ИНН 38158400691"	CL_7791	13.09.2021	8234,530638443262	ДПИ-Направления-Декупаж-Окончательная обработка | ДПИ-Направления-Стекло-Краски, контуры | Живопись-Акрил-Наборы-Декоративный	3	ДПИ-Направления-Декупаж-Окончательная обработка	9282	9282	0,535	4961,283259970303	0,2857142857142857	2. Энтузиаст
197	4. Потерянный клиент	2. Важный	3. Забытый	Известный клиент	17.06.2022	171042,40000000005	31	4	"ООО ""Период"" ИНН 97959415615"	CL_7801	14.09.2021	82886,44894056645	Мольберты-Этюдники	1	Мольберты-Этюдники	39222	156887	0,481	75505,0924035286	0,09523809523809523	1. Стандартный
6	2. Рабочий клиент	1. VIP	1. Действующий	Известный клиент	25.12.2022	220545,1499999999	19	17	"ООО ""Стойкий город"" ИНН 31172036083"	CL_781	13.07.2021	107732,78083688178	Бумага-Картон-для моделирования | ДПИ-Клей-Аэрозольный	2	Бумага-Картон-для моделирования	4240	72083	0,518	37328,6668646462	0,21008403361344538	2. Энтузиаст
442	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	15.10.2021	12081,349999999999	?	?	"ООО ""Активный завод"" ИНН 30815356205"	CL_7811	14.09.2021	6517,347510506024	?	?	?	?	?	?	?	0,2	2. Энтузиаст
141	4. Потерянный клиент	4. Начинающий	2. Приостановленный	Известный клиент	12.08.2022	20932,65	46	3	"ООО ""Исполинский план"" ИНН 53839370426"	CL_7821	14.09.2021	10976,842393506338	ДПИ-Направления-Стекло-Краски, контуры | Основы-холст на картоне	2	ДПИ-Направления-Стекло-Краски, контуры	6449	19347	0,523	10110,63727527266	0	1. Стандартный
415	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	11.11.2021	12681,3	?	?	"АО ""Лестница"" ИНН 13456092026"	CL_7831	14.09.2021	6886,318727654239	?	?	?	?	?	?	?	0,4	2. Энтузиаст
110	4. Потерянный клиент	3. Перспективный	2. Приостановленный	Известный клиент	12.09.2022	50096,3	54	4	"ООО ""Вещь"" ИНН 34215755045"	CL_7841	14.09.2021	25495,93240171335	Кисти-Масло-Синтетика | Живопись-гуашь-наборы | Бумага рисовальная-блоки, альбомы	3	Кисти-Масло-Синтетика	8531	34122	0,515	17583,976004520377	0,07692307692307693	1. Стандартный
134	1. Разовый	4. Начинающий	2. Приостановленный	Известный клиент	19.08.2022	10998,099999999999	0	1	"ПАО ""Период"" ИНН 38936148221"	CL_7851	14.09.2021	5772,844475782574	ДПИ-Направления-Лепка-Пластика | ДПИ-Направления-Боди-арт наборы, прочие материалы	2	ДПИ-Направления-Лепка-Пластика	6531	6531	0,49	3199,571909453074	0,18181818181818182	2. Энтузиаст
473	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	14.09.2021	1421,05	?	?	"ООО ""Филигранная цена"" ИНН 43696661749"	CL_7861	14.09.2021	807,9000000000001	?	?	?	?	?	?	?	0	1. Стандартный
432	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	25.10.2021	16435	?	?	"ООО ""Богатое движение"" ИНН 16875943222"	CL_7871	14.09.2021	8882,92	?	?	?	?	?	?	?	0,16666666666666666	2. Энтузиаст
383	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	13.12.2021	22157,9	?	?	"ПАО ""Норма"" ИНН 78406442996"	CL_7881	14.09.2021	12204,737616689363	?	?	?	?	?	?	?	0,15384615384615385	2. Энтузиаст
169	4. Потерянный клиент	4. Начинающий	2. Приостановленный	Известный клиент	15.07.2022	15823,75	51	2	"ПАО ""Неоценимое лицо"" ИНН 7308908663"	CL_7891	14.09.2021	8087,60115816461	Живопись-акварель-наборы	1	Живопись-акварель-наборы	5128	10257	0,502	5148,501852404537	0	1. Стандартный
186	4. Потерянный клиент	2. Важный	3. Забытый	Известный клиент	28.06.2022	89356,4	16	9	"ООО ""Передача"" ИНН 42345385828"	CL_7901	14.09.2021	46361,03365855537	Живопись-масло-профи-Мастер-Класс ЗХК | Бумага акварель-рулоны-профи	2	Живопись-масло-профи-Мастер-Класс ЗХК	9320	83876	0,516	43271,389298086	0,06666666666666667	1. Стандартный
494	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	24.08.2021	6971,600000000001	?	?	"ООО ""Внимание"" ИНН 47510164995"	CL_791	13.07.2021	3308,0897671988855	?	?	?	?	?	?	?	0	1. Стандартный
242	1. Разовый	4. Начинающий	3. Забытый	Известный клиент	03.05.2022	19485,399999999998	0	1	"ООО ""Отрасль"" ИНН 79271069556"	CL_7911	14.09.2021	10398,810779024934	ДПИ-Направления-Дерево-инструменты | Скульптура  - Пластилин | Бумага рисовальная-блоки, альбомы | Графические материалы-чернографитовые-механические/цанговые	4	ДПИ-Направления-Дерево-инструменты	14403	14403	0,519	7469,110779024934	0,125	2. Энтузиаст
473	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	14.09.2021	18687,05	?	?	"АО ""Вещь"" ИНН 42240004103"	CL_7921	14.09.2021	7235,51	?	?	?	?	?	?	?	0	1. Стандартный
53	2. Рабочий клиент	2. Важный	1. Действующий	Известный клиент	08.11.2022	112589,7	55	5	"ООО ""Праздник"" ИНН 21828415288"	CL_7931	14.09.2021	49890,37506488713	Мольберты-Лира	1	Мольберты-Лира	20465	102327	0,432	44219,14826109342	0,10344827586206896	2. Энтузиаст
81	3. Теряемый клиент	2. Важный	1. Действующий	Известный клиент	11.10.2022	135612,55000000002	68	3	"ООО ""Голос"" ИНН 44536240872"	CL_7941	14.09.2021	80074,5704471386	Мольберты-Этюдники | Живопись-Масло-Наборы-Студия	2	Мольберты-Этюдники	39369	118107	0,6	70884,0562514231	0,14634146341463414	2. Энтузиаст
163	4. Потерянный клиент	2. Важный	2. Приостановленный	Известный клиент	21.07.2022	82924,35	26	6	"ПАО ""Уважительная одежда"" ИНН 51942415979"	CL_7951	14.09.2021	43288,405076467105	Живопись-акварель-тубы/кюветы | ДПИ-Направления-Каллиграфия-бумага | Живопись-пигменты-банки-Кочергин	3	Живопись-акварель-тубы/кюветы	8377	50263	0,562	28270,40894250149	0,27586206896551724	2. Энтузиаст
86	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	06.10.2022	15514,200000000003	78	2	"ООО ""Поразительная позиция"" ИНН 48362248836"	CL_7961	14.09.2021	7627,55247422988	Живопись-масло-студия-Сонет ЗХК | Живопись-масло-профи-Мастер-Класс ЗХК | Кисти-Универсальные-Щетина	3	Живопись-масло-студия-Сонет ЗХК	5548	11097	0,499	5533,419999999998	0,11764705882352941	2. Энтузиаст
12	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	19.12.2022	33044,35	67	4	"ООО ""Хорошая передача"" ИНН 30285746551"	CL_7971	14.09.2021	17398,78233621816	Кисти-Масло-Колонок | Бумага акварель-листы-студия | Бумага-вывод-Альбомы,блокноты,блоки,склейки,папки | Кисти-Универсальные-Белка | Живопись-акварель-тубы/кюветы	5	Кисти-Масло-Колонок	4213	16853	0,524	8830,88	0,1	1. Стандартный
438	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	19.10.2021	8679,100000000002	?	?	"ООО ""История"" ИНН 15554475721"	CL_7981	14.09.2021	3950,6630668629855	?	?	?	?	?	?	?	0	1. Стандартный
396	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	30.11.2021	14114,449999999997	?	?	"ООО ""Неделя"" ИНН 17543694807"	CL_7991	14.09.2021	6963,273349398025	?	?	?	?	?	?	?	0	1. Стандартный
117	4. Потерянный клиент	3. Перспективный	2. Приостановленный	Известный клиент	05.09.2022	54626,799999999996	40	5	"ПАО ""Безмятежный пример"" ИНН 78437821352"	CL_8001	14.09.2021	26715,085897258617	Основы-холст на подрамнике-Базовый | Живопись-темпера-ПВА ЗХК	2	Основы-холст на подрамнике-Базовый	9034	45171	0,49	22127,282865207057	0	1. Стандартный
62	3. Теряемый клиент	3. Перспективный	1. Действующий	Известный клиент	30.10.2022	61180,74999999998	45	6	"ООО ""Жизненный фактор"" ИНН 59525277537"	CL_801	13.07.2021	29524,012247065828	Подрамники, рамы-Планшеты | Живопись - инструменты-Палитры | z-Инструменты,аксессуары,стулья-вывод | Живопись-акварель-тубы/кюветы	4	Подрамники, рамы-Планшеты	5454	32722	0,467	15271,46667457025	0,17647058823529413	2. Энтузиаст
25	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	06.12.2022	15810,999999999998	99	3	"ООО ""Картина"" ИНН 70886850135"	CL_8011	14.09.2021	8617,372969641352	Мебель, оборудование-Манекены | Графические материалы-маркеры-ручки 	2	Мебель, оборудование-Манекены	3258	9773	0,561	5483,539999999999	0,1	1. Стандартный
473	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	14.09.2021	9443,1	?	?	"ООО ""Подлинный отдел"" ИНН 59199066408"	CL_8021	14.09.2021	5038,193512198928	?	?	?	?	?	?	?	0	1. Стандартный
41	4. Потерянный клиент	1. VIP	1. Действующий	Известный клиент	20.11.2022	341806,3000000003	18	16	"АО ""Добрая игра"" ИНН 84426779602"	CL_8031	15.09.2021	163642,52058653996	Живопись-масло-студия-Ладога ЗХК | Живопись-масло-студия-Студия Гамма	2	Живопись-масло-студия-Ладога ЗХК	16722	267550	0,476	127286,7772284378	0,1111111111111111	2. Энтузиаст
330	1. Разовый	4. Начинающий	3. Забытый	Известный клиент	04.02.2022	9021	0	1	"ООО ""Герой"" ИНН 35280826357"	CL_8041	15.09.2021	4018,7909806808607	ДПИ-Направления-Каллиграфия-перья, кисти | Бумага пастель-листы-профи | Бумага техническая-блоки, альбомы	3	ДПИ-Направления-Каллиграфия-перья, кисти	5141	5141	0,459	2361,0009806808607	0,2	2. Энтузиаст
192	4. Потерянный клиент	4. Начинающий	3. Забытый	Известный клиент	22.06.2022	12231,699999999999	46	3	"ООО ""Густой повод"" ИНН 24978383605"	CL_8051	15.09.2021	6304,3450978475685	Бумага пастель-листы-профи | Живопись-Акрил студия - художественный  ГлянцевыйГамма европодвес | Живопись-масло-студия-Ладога ЗХК | Живопись-темпера-ПВА ЗХК | Основы-холст на картоне	5	Бумага пастель-листы-профи	3112	9336	0,505	4714,055097847569	0	1. Стандартный
